2016-03-09 00:00,16409967340.4359
2016-03-09 00:01,18124602218.4423
2016-03-09 00:02,16994254835.6953
2016-03-09 00:03,15487602459.0175
2016-03-09 00:04,13801471719.1716
2016-03-09 00:05,17872511193.5176
2016-03-09 00:06,17472983417.1447
2016-03-09 00:07,19307487453.488
2016-03-09 00:08,19084940194.3198
2016-03-09 00:09,16668650319.3572
2016-03-09 00:10,15600280079.9836
2016-03-09 00:11,14952560034.1919
2016-03-09 00:12,12673116410.5802
2016-03-09 00:13,16588956513.1371
2016-03-09 00:14,17094720642.4275
2016-03-09 00:15,20643735761.5898
2016-03-09 00:16,17105285997.4443
2016-03-09 00:17,20320490138.9769
2016-03-09 00:18,17310226206.4877
2016-03-09 00:19,15055053585.0262
2016-03-09 00:20,22383345511.9327
2016-03-09 00:21,18188906468.3636
2016-03-09 00:22,18622044399.1629
2016-03-09 00:23,14988420176.6439
2016-03-09 00:24,16578513473.8745
2016-03-09 00:25,18628411270.0284
2016-03-09 00:26,10761749079.4202
2016-03-09 00:27,7565357101.42
2016-03-09 00:28,13459271840.049
2016-03-09 00:29,10507215004.632
2016-03-09 00:30,12999375829.6545
2016-03-09 00:31,32022645769.6103
2016-03-09 00:32,31017771606.8353
2016-03-09 00:33,25342669551.912
2016-03-09 00:34,21326816531.1918
2016-03-09 00:35,21118130779.313
2016-03-09 00:36,24081899211.0013
2016-03-09 00:37,25101709181.5569
2016-03-09 00:38,22187664935.0421
2016-03-09 00:39,19864929681.3285
2016-03-09 00:40,16052359347.9174
2016-03-09 00:41,14419178880.2686
2016-03-09 00:42,14170556608.0646
2016-03-09 00:43,16746656429.8879
2016-03-09 00:44,14539508208.4829
2016-03-09 00:45,13541611954.4576
2016-03-09 00:46,9545285944.03183
2016-03-09 00:47,10087944832.0053
2016-03-09 00:48,21966539482.8711
2016-03-09 00:49,19097042630.8082
2016-03-09 00:50,17436167836.424
2016-03-09 00:51,21238489523.3539
2016-03-09 00:52,38899380193.0787
2016-03-09 00:53,32083565729.8822
2016-03-09 00:54,30639704614.7183
2016-03-09 00:55,25446895153.5944
2016-03-09 00:56,26361651154.602
2016-03-09 00:57,26286469343.7312
2016-03-09 00:58,29244428781.6624
2016-03-09 00:59,28094920633.4534
2016-03-09 01:00,30679716511.1287
2016-03-09 01:01,35592007377.1318
2016-03-09 01:02,36211257960.4999
2016-03-09 01:03,49824593682.6027
2016-03-09 01:04,38793371208.9324
2016-03-09 01:05,28130110768.7183
2016-03-09 01:06,32283693629.5704
2016-03-09 01:07,31503645748.4116
2016-03-09 01:08,37652081346.6857
2016-03-09 01:09,32497403226.5881
2016-03-09 01:10,38238664629.2893
2016-03-09 01:11,19292453206.2736
2016-03-09 01:12,17039369371.4078
2016-03-09 01:13,18599533665.4017
2016-03-09 01:14,25965351314.0314
2016-03-09 01:15,24238460637.817
2016-03-09 01:16,25289055186.6097
2016-03-09 01:17,27936535638.1779
2016-03-09 01:18,31962436549.4708
2016-03-09 01:19,32267724313.6856
2016-03-09 01:20,31494205150.1971
2016-03-09 01:21,39792000372.5975
2016-03-09 01:22,40537849884.9365
2016-03-09 01:23,42344847148.8895
2016-03-09 01:24,32318155204.6337
2016-03-09 01:25,31010578964.6431
2016-03-09 01:26,31431509584.7742
2016-03-09 01:27,27867180914.6592
2016-03-09 01:28,27352324652.8486
2016-03-09 01:29,37626107712.4242
2016-03-09 01:30,21715310561.1193
2016-03-09 01:31,19535019746.6019
2016-03-09 01:32,17269072941.1182
2016-03-09 01:33,16928667860.7972
2016-03-09 01:34,14795136270.4578
2016-03-09 01:35,17364062871.0732
2016-03-09 01:36,12038487303.4384
2016-03-09 01:37,13623922135.4843
2016-03-09 01:38,16706158917.5983
2016-03-09 01:39,13284803966.6056
2016-03-09 01:40,10893566585.9591
2016-03-09 01:41,9577922990.37189
2016-03-09 01:42,13234779468.0242
2016-03-09 01:43,17757496241.1195
2016-03-09 01:44,14961826985.1666
2016-03-09 01:45,16358096323.5497
2016-03-09 01:46,16044374111.9767
2016-03-09 01:47,12952396922.6663
2016-03-09 01:48,17786263622.6055
2016-03-09 01:49,20196074597.5034
2016-03-09 01:50,18070450769.7318
2016-03-09 01:51,31616519106.3314
2016-03-09 01:52,31562676601.3204
2016-03-09 01:53,27955679322.579
2016-03-09 01:54,24993450846.2371
2016-03-09 01:55,27518156596.1631
2016-03-09 01:56,28462734194.415
2016-03-09 01:57,18872837532.0292
2016-03-09 01:58,19354337471.0823
2016-03-09 01:59,21487467735.3862
2016-03-09 02:00,27514114115.0498
2016-03-09 02:01,20310746712.926
2016-03-09 02:02,14119849284.6077
2016-03-09 02:03,15058606131.4794
2016-03-09 02:04,19929941347.3315
2016-03-09 02:05,17579554095.8735
2016-03-09 02:06,17978434967.5092
2016-03-09 02:07,15545340707.2313
2016-03-09 02:08,16861938268.3138
2016-03-09 02:09,17461003225.6479
2016-03-09 02:10,15341733463.0802
2016-03-09 02:11,16209088135.6838
2016-03-09 02:12,16214461168.3972
2016-03-09 02:13,14548058362.0881
2016-03-09 02:14,13729737998.1641
2016-03-09 02:15,18245568595.1596
2016-03-09 02:16,14733560354.8543
2016-03-09 02:17,17737242255.5685
2016-03-09 02:18,16620747454.8787
2016-03-09 02:19,17561429612.0347
2016-03-09 02:20,22607079010.6379
2016-03-09 02:21,49942287042.0708
